vocation,gender
travkusk,unknown
travlärling,unknown
travtränare,unknown
trensare,unknown
tretongarbetare,unknown
tribunsångerska,female
tribun,unknown
trickfilmfotograf,unknown
tricotsömmerska,female
trikåarbeterska,female
trikafabriksarbetare,unknown
trikåfabriksarbeterska,female
trikåfabriksförestånderska,female
trikåhandlerska,female
trikamästare,unknown
trikasömmerska,female
trikåsömmerska,female
trikastickare,unknown
trikåstickerska,female
trikåstrykerska,female
trikåväverska,female
trikinist,unknown
trimmeroperatör,unknown
tritvättare,unknown
triumvir,unknown
trivialskolerektor,unknown
trofjenarinna,female
trolldoktor,male
trollkarl,male
trollkonstnär,unknown
trollkung,male
trollkvinna,female
trollqvinna,female
troman,unknown
tronarvinge,unknown
tronföljare,unknown
tronföljerska,unknown
tronpretendent,unknown
trosförvandt,unknown
trossförare,unknown
trosskusk,male
trotjänare,unknown
trotjänarinna,female
trotjenare,unknown
trotjenarinna,female
trottoarbonde,unknown
trotylarbetare,unknown
trotylpressare,unknown
trotylsvarvare,unknown
truckförare,unknown
truckmontör,unknown
truckreparatör,unknown
trumläggare,unknown
trummis,unknown
trumpetare,unknown
trumslagare,unknown
trupputbildare,unknown
tryckare,unknown
tryckeriägarinna,female
tryckeriarbetare,unknown
tryckeriarbeterska,female
tryckeribiträde,unknown
tryckeridirektör,unknown
tryckerifaktor,unknown
tryckeriföreståndare,unknown
tryckeriförman,unknown
tryckerikonsulent,unknown
tryckerimaskinmontör,unknown
tryckerimaskinreparatör,unknown
tryckerska,female
tryckfrihetsombud,unknown
tryckluftsmaskinist,unknown
tryckmästare,unknown
trycksaksfaktor,unknown
trycksakskoordinator,unknown
trycksvarvare,unknown
tsarinna,female
tsar,male
tuaregerhöfding,male
tubarbetare,unknown
tubfyllare,unknown
tuggskötare,unknown
tukthuskandidat,unknown
tuktomästare,unknown
tullare,unknown
tullassistent,unknown
tullöverinspektör,unknown
tullöveruppsyningsman,unknown
tullbevakningschef,unknown
tulldeklarant,unknown
tulldirektör,unknown
tullförvaltaren,unknown
tullförvaltare,unknown
tullförvalterska,female
tullfiskal,unknown
tullinspektör,unknown
tull-inspektor,unknown
tullinspektor,unknown
tullkarl,male
tullklarerare,unknown
tullkontorist,unknown
tullkontrollör,unknown
tullmästare,unknown
tullnär,unknown
tullombud,unknown
tullpackhusarbetare,unknown
tullpackhuskarl,male
tullråd,unknown
tulltaxerare,unknown
tulltjänsteman,unknown
tulltjensteman,male
tulluppbördsman,unknown
tulluppsyningsman,male
tullvagare,unknown
tullvaktmästare,unknown
tullvakt,unknown
tullverkschef,unknown
tumningschef,unknown
tumningsförman,unknown
tumstocksarbetare,unknown
tunnbindarearbetaren,unknown
tunnbindare,unknown
tunnbinderska,female
tunnbrödsbagare,unknown
tunnelarbetare,unknown
tunnelbaneförare,unknown
tunnelsprängare,unknown
tunneltagförare,unknown
tunnelvakt,unknown
tunnplatnitare,unknown
tunnplatslagare,unknown
tunnplatvalsare,unknown
turbinfurare,unknown
turbinmaskinist,unknown
turbinmontör,unknown
turbinoperatcr,unknown
turbinreparatdr,unknown
turbinskötare,unknown
turistassistent,unknown
turistbyrachef,unknown
turistbyradirektor,unknown
turistbyrafurestandare,unknown
turistbyråtjänsteman,unknown
turistchef,unknown
turistintendent,unknown
turistkonsulent,unknown
turiststationsfurestandare,unknown
turistvärdinna,female
turistvärd,unknown
tuschkopist,unknown
tvålarbeterska,female
tvalfabriksarbetare,unknown
tvålfabriksarbeterska,female
tvalflicka,female
tvålflicka,female
tvålhandlerska,female
tvalkokare,unknown
tvalpackerska,female
tvalpilerare,unknown
tvalpressare,unknown
tvalskärare,unknown
tvalstämplerska,female
tvättarbeterska,female
tvättare,unknown
tvättbiträde,unknown
tvätteriföreståndare,unknown
tvätteriförestånderska,female
tvätteriidkare,unknown
tvätterska,female
tvättförestandare,unknown
tvättförestånderska,female
tvättförman,unknown
tvättfilterskötare,unknown
tvättinrättningsinnehaverska,female
tvättkonsulent,unknown
twättmadam,female
tvättmadam,female
tvättmästare,unknown
tvättmottagare,unknown
tvättpulverfabriksarbetare,unknown
tvätträknerska,female
tvättställsoperator,unknown
tvättutdragerska,female
tvättvärdinna,female
tv-dekoraktör,unknown
tvinnare,unknown
tvinneriföreståndare,unknown
tvinneriforman,unknown
tvinnmästare,unknown
tvisterska,female
tv-meteorolog,unknown
tv-reparatur,unknown
tygavsynare,unknown
tygförradsarbetare,unknown
tygfiberarbetare,unknown
tygingenjör,unknown
tygläggare,unknown
tyglare,unknown
tygmästare,unknown
tygofficer,unknown
tygpressare,unknown
tygrullare,unknown
tygverkmästare,unknown
typograf,unknown
tyrann,male
tysklärare,unknown
ubåtmaskinist,unknown
ubåtsmatros,unknown
ubåtstekniker,unknown
uddare,unknown
ugnsarbetare,unknown
ugnskarl,unknown
ugnskolare,unknown
ugnslackerare,unknown
ugnsmästare,unknown
ugnsmontör,unknown
ugnsmurare,unknown
ugnsoperatör,unknown
ugnspackare,unknown
ugnsplanerare,unknown
ugnsreglerare,unknown
ugnsreparatör,unknown
ugnsrullare,unknown
ugnssättare,unknown
ugnsskötare,unknown
ugnsskötarförman,unknown
ugnsuppsättare,unknown
ugnsvakt,unknown
u-hjälpsarbete,unknown
ulan,unknown
ullfabriksarbeterska,female
ullsorterare,unknown
ullspinnerifabriksarbeterska,female
ulltvättare,unknown
ullvagare,unknown
ultraljudprovare,unknown
ultraljudtekniker,unknown
undantägare,unknown
undantagsman,male
underdirektör,unknown
underförestånderska,female
underhållare,unknown
underhallsberedare,unknown
underhallschef,unknown
underhallsingenjör,unknown
underhallsomradeschef,unknown
underhallsplanerare,unknown
underhallstekniker,unknown
underhuggare,unknown
underingenjör,unknown
underinspektör,unknown
underjägmästare,unknown
underlärarinna,female
underleverantör,unknown
underredsbehandlare,unknown
undersökningsdomare,unknown
understallmästare,unknown
undertaksmontör,unknown
undertjenare,unknown
undervisningsrad,unknown
undervisningsråd,unknown
ungafru,female
ungdomsassistent,unknown
ungdomsgårdsassistent,unknown
ungdomsgardsfurestandare,unknown
ungdomsinstruktör,unknown
ungdomsinstruktor,unknown
ungdomsintendent,unknown
ungdomskonsulent,unknown
ungdomsledare,unknown
ungdomspastor,unknown
ungdomssekreterare,unknown
ungdomsvardare,unknown
ungdomsvardsassistent,unknown
universalfräsare,unknown
universalslipare,unknown
universitetsadjunkt,unknown
universitetsamanuens,unknown
universitetsassistent,unknown
universitetskansler,unknown
universitetslärare,unknown
universitetslektor,unknown
universitetsrad,unknown
universitetsstuderande,unknown
universitetsvaktmästare,unknown
uppassare,unknown
uppassargosse,male
uppasserska,female
uppbördsassistent,unknown
uppbördsdirektör,unknown
uppbördsföreståndare,unknown
uppbördsinspektör,unknown
uppbördsintendent,unknown
uppbördskommissarie,unknown
uppbördskontrollant,unknown
uppfödare,unknown
uppfinnare,unknown
uppfinnarinna,female
upphandlare,unknown
upphofsman,male
upphovsman,unknown
uppköpare,unknown
uppläsare,unknown
upplysningsfilosof,unknown
upplysningsman,male
upppasserska,female
upprorschef,unknown
upprorsstiftare,unknown
uppskärare,unknown
uppsyningsman,unknown
upptäckarinna,female
upptäcktsresande,unknown
upptagningsmaskinförare,unknown
upsalabiskop,male
uranoperatör,unknown
urfabrikör,male
urfabriksarbetare,unknown
urhandlerska,female
urmakaregesäll,male
urmakaremästare,unknown
urmakare,unknown
urmakarmästare,unknown
urmakeriarbetare,unknown
urmakeriarbeterska,female
urmakerska,female
urmodren,female
urmontör,unknown
utbildare,unknown
utbildningsassistent,unknown
utbildningschef,unknown
utbildningsingenjör,unknown
utbildningsintendent,unknown
utbildningskonsulent,unknown
utbildningsledare,unknown
utbildningsman,unknown
utbildningsminister,unknown
utbildningssekreterare,unknown
utbildningstekniker,unknown
utbytesstudent,unknown
utdragerska,female
utforskare,unknown
utgifvarinna,female
utgivare,unknown
uthyrningsbiträde,unknown
uthyrningsledare,unknown
utkörare,unknown
utkastare,unknown
utlandschef,unknown
utlandsdirektör,unknown
utlandskorrespondent,unknown
utlandslektor,unknown
utlandstelefonist,unknown
utlastningsförman,unknown
utmätningsman,unknown
utredare,unknown
utredningsarbetare,unknown
utredningsassistent,unknown
utredningsbiträde,unknown
utredningsingenjör,unknown
utredningsman,unknown
utredningssekreterare,unknown
utrikesexpeditör,unknown
utrikeskanslist,unknown
utrikeskorrespondent,unknown
utrikesminister,unknown
utrikesråd,unknown
utrustningsassistent,unknown
utrustningsplanerare,unknown
utrustningssekreterare,unknown
utsädeskontrollant,unknown
utsättarbiträde,unknown
utskänkningsförestånderska,female
utskänkningsinnehaverska,female
utskjutare,unknown
utskottsdragare,unknown
utskottskrossare,unknown
utskottsmalare,unknown
utslagsman,unknown
utspisningsbiträde,unknown
utspisningsinnehaverska,female
utställarinna,female
utställningsförestandare,unknown
utställningskommisarie,unknown
utställningskonsulent,unknown
utställningstekniker,unknown
utställningsvärdinna,female
utvecklingschef,unknown
utvecklingsingenjör,unknown
va-arbetare,unknown
väbel,unknown
vaddarbetare,unknown
vaddarbeterska,female
vaddfabriksarbeterska,female
vaddfabriksförman,unknown
vaddsömmerska,female
vaddtillverkerska,female
väderleksobservatör,unknown
väderleksprofet,male
vadhållare,unknown
väfvaren,unknown
väfverska,female
vägarbetaren,unknown
vägarbetarförman,unknown
vagavsynare,unknown
vägbeläggningsmaskinförare,unknown
vagbiträde,unknown
vägbryterska,female
vägbyggmästare,unknown
vägdirektör,unknown
vagfabriksarbetare,unknown
vägförman,unknown
vagforman,unknown
väggmålare,unknown
väghyvelförare,unknown
vägingenjör,unknown
väginspektör,unknown
vågkarl,male
vagklarerare,unknown
vägkonstruktör,unknown
väglinjemarkör,unknown
vägmaskinförare,unknown
vägmaskinförman,unknown
vägmästarbiträde,unknown
vagmästare,unknown
vågmästare,unknown
vagnavsynare,unknown
vagnbytare,unknown
vagnelektriker,unknown
vagnfabrikör,male
vagnförman,unknown
vagnfordelare,unknown
vagngardsmästare,unknown
vagnglasmästare,unknown
vagnhallsarbetare,unknown
vagnhallsförman,unknown
vagnkarl,male
vagnmakaregesäll,male
vagnmakare,unknown
vagnmålaren,unknown
vagnman,male
vagnmästare,unknown
vagnmontör,unknown
vagnmottagare,unknown
vagnreparatör,unknown
vagnskrivare,unknown
vagnsmörjare,unknown
vagnsmurare,unknown
vagnsnickare,unknown
vagnspelare,unknown
vagnstädare,unknown
vagnstäderska,female
vagnstallkarl,male
vagntvättare,unknown
vagnupptagare,unknown
vagnvägare,unknown
vägprojektör,unknown
vägröjare,unknown
vägreparatör,unknown
vägskötare,unknown
vägtekniker,unknown
vägtrafikassistent,unknown
vägtrafikbefäl,unknown
vägtrafikinspektör,unknown
vägtrafikledare,unknown
väguppsyningsman,male
vägvagnsförare,unknown
vägvakt,unknown
vakansvikarie,unknown
vaktaren,unknown
wäktare,unknown
väktare,unknown
vaktarinna,female
väktarinna,female
vaktassistent,unknown
vaktchef,unknown
vaktepojke,male
wakterska,female
vakterska,female
väkterska,female
vaktförestandare,unknown
vaktförestånderska,female
vaktförman,unknown
vaktfru,female
vaktgubbe,male
vakthavande,unknown
vakthund,unknown
vaktkarl,male
vaktkonstapel,unknown
vaktkontrollör,unknown
vaktkvinna,female
vaktman,unknown
waktmästare,male
vaktmästare,unknown
vaktmästarhustru,female
vaktmästarn,unknown
vaktmästar,male
vaktpojke,male
vaktpost,unknown
vakt,unknown
valarbetare,unknown
valdorflärare,unknown
valdsrotelchef,unknown
valfångare,unknown
valfurste,unknown
valkare,unknown
vallare,unknown
wallboardfabriksarbetare,unknown
vallflicka,female
vallherde,male
vallokomotiv,unknown
vallonsmed,unknown
vallpiga,female
vallpojke,male
vällugnsarbetare,unknown
valsbärare,unknown
valsbytare,unknown
valsdragare,unknown
valsförman,unknown
valsgjutare,unknown
valsmästare,unknown
valsmontör,unknown
valspassare,unknown
valsräfflare,unknown
valsreglerare,unknown
valsrerksarbetaren,unknown
valsskötare,unknown
valsskiftare,unknown
valsslipare,unknown
valssmörjare,unknown
valssvarvare,unknown
valssvetsare,unknown
valsverkiarbetaren,unknown
valsverksarbetare,unknown
valsverksavsynare,unknown
valsverksingenjör,unknown
vältförare,unknown
vältkarl,unknown
valutaväxlare,unknown
valvchef,unknown
vändmakare,unknown
vandrarhemsföreståndare,unknown
vandringsrättare,unknown
vändskoarbetare,unknown
våningsuppasserska,female
vaningsvärdinna,female
vänsäll,male
vapenbroder,male
vapenfabriksarbetare,unknown
vapenmästare,unknown
vapenmekaniker,unknown
vapenreparatör,unknown
vapensmed,unknown
vapentekniker,unknown
vapentjenare,unknown
väpnare,unknown
varakanslerina,female
vårdarbetaren,unknown
vårdare,unknown
vårdarinna,female
vårdbiträde,unknown
värdeexpedient,unknown
värdepappersmäklare,unknown
värderare,unknown
värderingsman,unknown
vardhemsförestandare,unknown
wärdinna,female
värdinna,female
vardlärare,unknown
wärdshusflicka,female
värdshusflicka,female
värdshusidkerska,female
värdshusinnehaverska,female
värdshuspiga,female
värdshustärna,female
värdshusvärdinna,female
vardyrkeslärare,unknown
värendsflicka,female
värendspojke,male
värfningschef,unknown
variÃ©tÃ©egare,male
variétéegare,male
varietÃ©egare,male
varietéegare,male
väring,unknown
varjag,unknown
världsomseglaren,unknown
världsväverska,female
värmeinstallatör,unknown
värmeisolerare,unknown
värmeledningsmontör,unknown
värmeledningsskötare,unknown
värmetekniker,unknown
värmevakt,unknown
värmeverkschef,unknown
värmeverksingenjör,unknown
varmförblyare,unknown
varmförtennare,unknown
varmgalvanisör,unknown
varmkorvgubbe,male
varmkorvsgubbe,male
varmmanglerska,female
varmpressare,unknown
varmvalsare,unknown
warnemündeskeppare,male
warnemÃ¼ndeskeppare,male
värnpliktige,male
värnpliktig,unknown
varpningsförman,unknown
vörtnedtagare,unknown
varuassistent,unknown
varubud,unknown
varugranskare,unknown
varuhusassistent,unknown
varuhuschef,unknown
varuhusdirektör,unknown
varuhusinspektör,unknown
varuhusvaktmästare,unknown
varuhusvakt,unknown
varuinspektor,unknown
varukontrollör,unknown
varumärkare,unknown
varumärkeskonsulent,unknown
varumottagare,unknown
varupackare,unknown
varupafyllare,unknown
varuuppackare,unknown
varuutlämnare,unknown
varvsägare,unknown
varvsarbetare,unknown
varvschef,unknown
varvselektriker,unknown
varvsförman,unknown
varvsgrundare,unknown
varvsingenjör,unknown
varvsplatslagare,unknown
varvssnickare,unknown
varvstimmerman,unknown
vasagosse,male
wasa-konung,male
vasall,unknown
vasariddare,unknown
väskavsynare,unknown
vaskeriarbetare,unknown
väskmakare,unknown
väskmodellör,unknown
väsksömmerska,female
vassrurare,unknown
västkrokerska,female
västsömmerska,female
väststickerska,female
waterclerk,unknown
vatmaskinförare,unknown
vattenarbeterska,female
vattenavsaltare,unknown
vattenbyggnadsarbetare,unknown
vattendoktor,unknown
vattendykare,unknown
vattenfabriksarbetare,unknown
vattenfabriksarbeterska,female
vattenfabriksförestandare,unknown
vattenfallsarbeterska,female
vattenförsäljare,unknown
vattenledningsarbetare,unknown
vattenledningsentreprenör,unknown
vattenledningsförman,unknown
vattenledningsingenjör,unknown
vattenledningsmaskinist,unknown
vattenmätaruppsättare,unknown
vattenrallare,unknown
vattenrättsamanuens,unknown
vattenrättsdomare,unknown
vattenrättsingenjör,unknown
vattenrättssekreterare,unknown
vattenreglerare,unknown
vattenreningsverksarbetare,unknown
vattenvårdsingenjör,unknown
vattenverksarbetare,unknown
vattenverkschef,unknown
vattenverksförestandare,unknown
vattenverksförman,unknown
vattenverksmaskinist,unknown
vattenverksskutare,unknown
vattvättare,unknown
vävare,unknown
vävavsynare,unknown
väveriarbetare,unknown
väveriförman,unknown
väverska,female
vävfabriksarbeterska,female
vävkontrollant,unknown
vävkopist,unknown
vävlagare,unknown
vävlärare,unknown
vävlärarinna,female
vävmästare,unknown
vävnadsförläggare,unknown
vävplysare,unknown
vävskedavsynare,unknown
vävskedmakare,unknown
vävstolsputsare,unknown
vävstolsreparatör,unknown
vävstugeforestandare,unknown
