"word","polarity","strength","sense","written_form","part_of_speech","confidence","lemgram","lemgram_frequency","lemma_frequency","example"
"kulig","pos",2,"kulig..1","['kulig']","av","0.5","kulig..av.1",201,201,"['men..kn.1', 'som', 'alltid..ab.1', 'i..pp.1', 'diskussionsforum..nn.1', 'få..vb.1', 'man..pn.1', 'vara..vb.2|vara..vb.1', 'beredd..av.1|bereda..vb.1', 'på..pp.1', 'att..sn.1', 'den..pn.1', 'kunna..vb.1', 'vara..vb.2|vara..vb.1', 'raka_rör..nnm.1', 'o..kna.1', 'stark..av.1', 'åsikt..nn.1', 'så..ab.1', 'att..sn.1', 'man..pn.1', 'inte..ab.1', 'ta_illa_vid_sig..vbm.1', 'den..pn.1', 'vara..vb.1', 'ju..ab.1', 'samtidig..av.1', 'den..pn.1', 'som', 'vara..vb.1', 'en..al.1|den..pn.1', 'kulig..av.1', 'tycka..vb.1', 'iaf', 'jag..pn.1', '!\n']"
"ful","neg",-2,"ful..1","['ful']","av","0.75","ful..av.1",23931,24066,"Men när Ronnie Sundin drog på sig matchstraff i andra perioden för en riktigt ful tackling mot Oscar Steen fick Leksand chansen att komma in i matchen ."
"jätteskojig","pos",3,"jätteskojig..1","['jätteskojig']","av","0.5","jätteskojig..av.1",33,33,"Den var ju inte så där jätteskojig ."
"flattera","pos",2,"flattera..1","['flattera']","vb","0.5","flattera..vb.1",0,"None",
"felaktig","neg",-2,,,"av","0.25","felaktig..av.1",30013,30727,"Kärandena i målet har bland annat anklagat American Skandia för felaktig information ."
"superfin","pos",3,"superfin..2","['superfin']","av","0.75","superfin..av.1",925,1123,"Arrangören vill ju visa upp sig och anläggningen lär vara superfin ."
"rumla","pos",2,"rumla..1","['rumla']","vb","0.5","rumla..vb.1",200,200,"På vinterhalvåret är det mest bensinhamstrare och sexhungriga karlar från gränstrakterna som kommer för att supa och rumla om med flickorna i hotell Druzhbas bar ."
"rik","pos",2,,,"av","0.25","rik..av.1",46873,47633,"Samhörighet förutsätter en gemensam uppmärksammad , förmedlad och rik begreppsvärld ."
"oppiggande","pos",2,"uppiggande..1","['oppiggande', 'uppiggande']","av","0.75","uppiggande..av.1",698,"None","['ämne..nn.1', 'påstå..vb.1', 'verka..vb.1', 'uppiggande..av.1', '.\n']"
"cancersjuk","neg",-2,"cancersjuk..1","['cancersjuk']","av","1.0","cancersjuk..av.1",1250,1256,"Det största skadestånd som en jury utdömt till en kärande i ett liknande mål var 28 miljarder dollar som tillerkändes en cancersjuk rökande kvinna i Los Angeles 2002 ."
"säll","pos",2,"säll..1","['säll']","av","0.75","säll..av.1",959,996,"Mot en högerskytt står man spegelvänt mot varandra , berättar Kristofer.- Det är säll ..."
"tuff","pos",2,"tuff..3","['tuff']","av","0.5","tuff..av.1",64384,64659,"Det var en rätt tuff födsel och han fick komma ut med sugklocka till slut , men både Melker och min fru Malin mår bra och det är det viktigaste , säger han ."
"förstöra","neg",-2,"förstöra..1","['förstöra']","vb","0.5","förstöra..vb.1",48228,48463,"Minst 24 soldater dödades när Farc-rebeller överföll en grupp militärer som skickats ut för att förstöra kokaodlingar i djungeln i södra Colombia ."
"agreabel","pos",2,"agreabel..1","['agreabel']","av","0.5","agreabel..av.1",1,1,"['att..sn.1', 'en..al.1', 'något', 'bildad..av.1|bilda..vb.1', 'Masqueradbesökande', 'med..pp.1', 'nöje..nn.1', 'göra..vb.1', 'den..pn.1', ',', 'förmoda..vb.1', ',', 'då..ab.2|då..ab.1', 'man..pn.1', 'derigenom', 'kunna..vb.1', 'undivka-icke', 'så..ab.1', 'agreabel..av.1', 'sällskap..nn.1', '.\n']"
"lässvag","neg",-2,"lässvag..1","['lässvag']","av","1.0","lässvag..av.1",62,65,"['bok..nn.2|bok..nn.1', 'vara..vb.1', 'en..al.1', 'tidig..av.1', 'exempel..nn.1', 'på..pp.1', 'anpassning..nn.1', 'för..pp.1', 'lässvag..av.1', '.\n']"
"sucka","pos",2,,,"vb","0.25","sucka..vb.1",9686,9700,"Men det slutar alltid med att man mer eller mindre tappar andan och måste sucka djupt ."
"uttjatad","neg",-2,,,"av","0.25","uttjatad..av.1",776,776,"I en intervju i Lerums tidning förklarar revymakaren själv detta med att Lerum bara har en politiker - Henrik Ripa - och att denne är "" uttjatad "" ."
"idérik","pos",2,,,"av","0.25","idérik..av.1",420,421,"Nisse Landgren är en underbar trombonist , idérik och livlig med äkta spelmanssjäl ."
"smittbar","neg",-2,"smittbar..1","['smittbar']","av","0.5","smittbar..av.1",13,13,"['användning..nn.1', 'av..pp.1', 'främmande..av.1', 'språk..nn.1', 'anse..vb.1', 'skadlig..av.1', 'på_samma_sätt..abm.1', 'som..ab.1', 'en..al.1|den..pn.1', 'liderlig..av.1', 'språk..nn.1', '–', 'den..pn.1', 'leda..vb.1', 'till..pp.1', 'en..al.1', 'moralisk..av.2|moralisk..av.1', 'depravering', '–', 'och..kn.1', 'på_samma_sätt..abm.1', 'som', 'retorik..nn.1', 'Elocutio', 'hota..vb.1', 'att..sn.1', 'göra..vb.1', 'ung..av.1', 'man..nn.1', 'veklig..av.1', 'och..kn.1', 'lastbar..av.1', ',', 'hota..vb.1', 'en..al.1|den..pn.1', 'smittbar..av.1', 'franska..nn.2|franska..nn.1', 'att..sn.1', 'göra..vb.1', 'en..al.1', 'ung..av.1', 'svensk..av.1', 'man..nn.1', 'till..pp.1', 'sprätthök..nn.1', 'med_allt_vad_det_innebär..abm.1', '.\n']"
"svettig","pos",2,,,"av","0.25","svettig..av.1",5800,5806,"Vi räknar tillsammans , sjunger allsång , och bandet spelar svettig och glad rock som finns det ingen morgondag ."
"bära sig","pos",2,,,"vbm","0.25","bära_sig..vbm.1",6853,"None","['mången..pn.1', 'av..pp.1', 'denna..pn.1', 'barn..nn.1', 'bära_sig..vbm.1', 'dessutom..ab.1', 'med..pp.1', 'en..al.1', 'historia..nn.1', 'av..pp.1', 'en..al.1|den..pn.1', 'förra..av.1', 'krig..nn.1', 'i..pp.1', 'Irak..pm.1', '.\n']"
"storgråta","neg",-2,"storgråta..1","['storgråta']","vb","0.75","storgråta..vb.1",384,385,"Hon tyckte att hon var så känslig och att de kunde bara stöta i henne eller så där , så började hon storgråta ."
"nedrig","neg",-2,"nedrig..1","['nedrig']","av","0.5","nedrig..av.1",111,111,"Ytterligare en nedrig attack mot den öppna demokratin ."
"gapflabba","pos",2,"gapflabba..1","['gapflabba']","vb","0.5","gapflabba..vb.1",53,53,"Pojkar som fnissar i stället för att gapflabba och slå sig för knäna ."
"skalkas","pos",2,"skalkas..1","['skalkas']","vb","0.5","skalkas..vb.1",0,5,"Flirtandet stod på sin höjdpunkt när damer kunde skalkas genom maskor i floret och sätta herrblod i svallning genom att nypa i kjolen och lyfta den lite och blotta två millimeter frestande vrist ."
"passa in","pos",2,"passa_in..1","['passa in']","vbm","0.5","passa_in..vbm.1",9200,"None","['ingen..pn.1', 'av..pp.1', 'en..al.1', 'annan..pn.1', 'stämma..vb.1', 'in..ab.1', 'på..pp.1', 'jag..pn.1', ',', 'men..kn.1', 'heller..ab.1', 'inte..ab.1', 'denna..pn.1', 'men..kn.1', 'den..pn.1', 'vara..vb.1', 'den..pn.1', 'som', 'passa_in..vbm.1', 'god..av.1|bäst..av.1|bra..av.1|bra..ab.1', ',', 'jag..pn.1', 'vara..vb.1', 'inte..ab.1', 'den..pn.1', 'som', 'dra..vb.1', 'jag..pn.1', 'ur..pp.1', 'en..al.1', 'tråd..nn.1', 'utan..kn.1', 'hamna..vb.1', 'ofta..ab.1', 'i..pp.1', 'olik..av.1', 'tjafs..nn.1', 'och..kn.1', 'tyvärr..ab.1', 'kunna..vb.1', 'jag..pn.1', 'vara..vb.2|vara..vb.1', 'bra..av.1|bra..ab.2|bra..ab.1', 'på..pp.1', 'att..ie.1', 'älta..vb.1', '.\n']"
"krank","neg",-2,"krank..1","['krank']","av","1.0","krank..av.1",80,206,"Busslaget gav upp i eftertänksam krank blekhet ."
"bitterligen","neg",-2,"bitterligen..1","['bitterligen']","ab","0.75","bitterligen..ab.1",22,22,"De fördömde bitterligen sin gamla förkämpe Ariel Sharon och protesterade mot premiärministerns plan att Israel ska lämna Gazaområdet om två veckor ."
"konkurrera","pos",2,,,"vb","0.25","konkurrera..vb.1",19484,20280,"... i alla fall vara med och konkurrera ?"
"urusel","neg",-3,"urusel..1","['urusel']","av","0.75","urusel..av.1",1490,1491,"För småspararna har Telia varit en urusel affär men för staten har den varit desto mer lönsam.Först såldes bolaget ut till allmänheten för ett hutlöst överpris ( 85 kronor per aktie , vilket kan jämföras med dagens kurs på cirka 55 kronor ) ."
"vitaliserbar","pos",2,"vitaliserbar..1","['vitaliserbar']","av","0.5","vitaliserbar..av.1",0,"None",
"utvecklingsbar","pos",2,"utvecklingsbar..1","['utvecklingsbar']","av","0.75","utvecklingsbar..av.1",411,441,"- Mycket utvecklingsbar ung"
"läglig","pos",2,"läglig..1","['läglig']","av","0.5","läglig..av.1",1197,1205,"Be- dömare i republikanska lägret menade att videon var en läglig påminnelse om terrorattentaten 2001 och att det gynnar George W Bush ."
"entydig","pos",2,"entydig..1","['entydig']","av","0.5","entydig..av.1",7672,8428,"För att klara meningsskapande måste tankemodellen vara logisk också på djupet , så att dess praktiska tillämpning blir tillräckligt entydig ."
"välvårdad","pos",2,"välvårdad..1","['välvårdad']","av","0.5","välvårdad..av.1",547,547,"Han är lugn , artig och välvårdad och har en stadig blick ."
"genomsnäll","pos",2,"genomsnäll..1","['genomsnäll']","av","0.5","genomsnäll..av.1",75,75,"- Han är en genomsnäll människa , väldigt intressant och spirituell ."
"jättelycklig","pos",3,"jättelycklig..1","['jättelycklig']","av","0.75","jättelycklig..av.1",222,222,"Då skulle jag vara jättelycklig ."
"ostämd","neg",-2,"ostämd..1","['ostämd']","av","0.5","ostämd..av.1",148,148,"Dessutom gör det ju inte saken bättre att de är sjungna med whiskyröst på en tämligen tveksam engelska och spelade på en ostämd gitarr ."
"angenäm","pos",2,"angenäm..1","['angenäm']","av","1.0","angenäm..av.1",2131,2135,"Vägen in kan vara väldigt angenäm ."
"solenn","neg",-2,,,"av","0.25","solenn..av.1",123,123,"Musiken bestämmer en solenn , närmast sakral ton - vilket passar inledningen eftersom den beskriver hur en far och en mor kommer hem efter att ha jordfäst en 10-årig son ."
"smart","pos",2,,,"av","0.25","smart..av.1",22579,23359,"Värd att bevaka : 9 Donovan Probe visserligen tempogynnad och smart körd men klart fin igen ."
"fnissa","pos",2,"fnissa..1","['fnissa']","vb","0.75","fnissa..vb.1",1833,1837,"Visst kan man fnissa åt kyrkans desperata försök att annektera kulturella gränsområden , som med Annedalskyrkans U2-gudtjänst härförleden ."
"militär","pos",2,,,"av","0.25","militär..av.1",59886,93137,"Självöverskattning kan ligga bakom misslyckade industrisatsningar , militär inkompetens och flygolyckor ."
"chic","pos",2,"chic..1","['chic']","av","0.5","chic..av.1",1658,1659,"Gammelsveriges fattigmat har blivit chic med hjälp av moderna ingredienser och en frityrgryta ."
"tydlig","pos",2,"tydlig..1","['tydlig']","av","0.5","tydlig..av.1",138925,140990,"Lite sega , likt hårdstekt omelett , men med en tydlig smak av kaffir lime-blad är de en angenäm bekantskap om än inget omvälvande ."
"välordnad","pos",2,,,"av","0.25","välordnad..av.1",982,998,"Har inte tid med sin egen trädgård Hon tar emot i sin villa , byggd för småvuxna 1800-talsmänniskor , belägen ovanför Mölndals Kvarnby , där träd och buskar skymmer utsikten över nejden - och skrattar åt sin dröm om en välordnad trädgård ."
"göra rätt för sig","pos",2,"göra_rätt_för_sig..1","['göra rätt för sig']","vbm","0.5","göra_rätt_för_sig..vbm.1",69059,"None","['den..pn.1', 'ha..vb.1', 'visa_sig..vbm.1', 'att..sn.1', 'vara..vb.2|vara..vb.1', 'svår..av.1', 'för..pp.1', 'de..pn.1', 'som', 'vilja..vb.1', 'göra_rätt_för_sig..vbm.1', 'och..kn.1', 'betala..vb.1', 'pengar..nn.1|peng..nn.1', 'till..pp.1', 'offer..nn.1', '.\n']"
"hånflina","pos",2,"hånflina..1","['hånflina']","vb","0.5","hånflina..vb.1",92,92,"De fyra männen fortsatte hånflina ."
"högtidlig","neg",-2,"högtidlig..1","['högtidlig']","av","0.5","högtidlig..av.1",3789,3812,"Texter som författas på bibelns heliga språk , vilka de än är , får en mycket högtidlig karaktär ."
"rustik","neg",-2,"rustik..2","['rustik']","av","0.5","rustik..av.1",1156,1158,"Men en sej som är mer rustik behöver tuffare smaker.4 ."
"förstämd","neg",-2,"förstämd..1","['förstämd']","av","0.75","förstämd..av.1",60,60,"Det var en förstämd församling som fyllde bänkraderna när Storkyrkans dova kyrkklockor ringde till gudstjänst i går kväll ."
"fientlig","neg",-2,,,"av","0.25","fientlig..av.1",4777,4812,"Hon stod åtalad för sin skildring av en händelse i landsfadern Mustafa Kemals stormiga liv.I april 1923 , under villervallan efter det osmanska väldets sönderfall och kriget mot grekerna , omringades dennes residens i Ankara av en fientlig falang med mord i sinnet ."
"välsmakande","pos",2,,,"av","0.25","välsmakande..av.1",807,807,"Rad efter rad av prunkande röda , gröna , gula meloner , paprikor , gurkor , välodlat , välsmakande ."
"förädla","pos",2,"förädla..1","['förädla']","vb","0.75","förädla..vb.1",2307,2372,"Fem år har det tagit att komma med en Big Momma-uppföljare , en tid som inte räckt för att förädla denna idé , tveksam redan i "" ettan "" ."
"klämkäck","pos",2,"klämkäck..1","['klämkäck']","av","0.5","klämkäck..av.1",254,254,"Crosswire försöker genom att göra en mycket klämkäck form av hård rock ."
"mekvänlig","pos",2,"mekvänlig..1","['mekvänlig']","av","0.5","mekvänlig..av.1",5,5,"['Audi..pm.1', 'modell..nn.1', 'från..pp.1', '1988-1992', 'vara..vb.1', 'bra..av.1|bra..ab.2|bra..ab.1', 'mekvänlig..av.1', 'bil..nn.1', 'i..pp.1', 'en..al.1', 'enkel..av.1', 'version..nn.1', '.\n']"
"behaglig","pos",2,"behaglig..1","['behaglig']","av","0.75","behaglig..av.1",6026,6052,"Redan efter 2.27 tog Färjestads Per Hållberg tag i pucken i mittzonen , trampade över offensiv blålinje och dunkade på ett slagskott i nättaket bakom en passiv Magnus Lindquist.Serieledaren Färjestad såg ut att få en behaglig resa fram till tre poäng.Men Södertälje ville annat - och visade att motivation slår klass.Direkt i andra perioden petade Gabriel Karlsson in returen på sitt ..."
"förnöjd","pos",2,"förnöjd..1","['förnöjd']","av","0.75","förnöjd..av.1",533,559,"I centrum sitter en pigg och förnöjd 100-åring , som genomlevt världskrig och nödår ."
"ond","neg",-2,"ond..4","['ond']","av","1.0","ond..av.1",112371,155864,"De använder sig av vad som helst för att rekrytera "" , sade Tony Blair häromdagen och påminde om att terrordåd , som den 11 september i USA , inträffade långt före kriget i Irak och att det nu handlar om att besegra en "" ond ideologi "" ."
"överviktig","neg",-2,,,"av","0.25","överviktig..av.1",5431,5438,"I status : Lätt överviktig kvinna med åldersadekvat utseende ."
"dansant","pos",2,,,"av","0.25","dansant..av.1",1079,1079,"Den är som ett dansant musikstycke i flera satser , där var och en har sin egen färg och tonart ."
"minera","pos",2,,,"vb","0.25","minera..vb.1",755,805,"Allt ifrån regelrätta deathmatch-varianter till lopp där du ska minera vägen ."
"däckad","neg",-2,"däckad..1","['däckad']","av","0.75","däckad..av.1",21,530,"Hon var däckad av influensa.Men reste sig - och knockade konkurrenterna i storslalompisten.- Jag har varit sjuk i en vecka innan tävlingen , sade Anja Pärson i samband med att hon vann världscuptävlingen i Park City i överlägsen stil.Anja Pärson gick på knock direkt och gick tätt på portarna i den första delen.- Jag gick en halvmeter närmare än de andra , sade hon efter första åket.Hon skaffade sig en stor ledning efter bara 20 sekunders åkning ."
"finbränna","pos",2,"finbränna..1","['finbränna']","vb","0.5","finbränna..vb.1",0,"None",
"kärlekskrank","pos",2,,,"av","0.25","kärlekskrank..av.1",290,290,"Övertygande följer Ketil Hugaas Alberichs utveckling från kärlekskrank tönt till en totalitär rovkapitalist som förlorar sin makt - hans förbannelse över sin förlorade ring osar smält metall ."
"elegant","pos",2,"elegant..1","['elegant']","av","0.75","elegant..av.1",11083,11095,"Man ser en fryntlig medelålders gubbe med drag lånade från konstnären , i mindre elegant brun kostym och turkos slips , som i sällskap med en söt ung blondin i kort kjol går i ett snölandskap ."
"springa in","neg",-2,,,"vbm","0.25","springa_in..vbm.1",0,"None",
"acceptera","pos",2,,,"vb","0.25","acceptera..vb.1",59552,60800,"- Det skulle vi acceptera , eftersom det inte är så ofta som arenan skulle användas för friidrott ."
"skära i ögonen","neg",-2,"skära_i_ögonen..1","['skära i ögonen']","vbm","0.5","skära_i_ögonen..vbm.1",3,"None","['klassisk..av.1', 'färg..nn.1', 'som', 'inte..ab.1', 'skära_i_ögonen..vbm.1', 'som', 'tex..aba.1', 'Hööks', 'och..kn.1', 'Lamicells', 'vårnyheter', 'göra..vb.1', 'hehe', '.\n']"
"gladlynt","pos",2,"gladlynt..1","['gladlynt']","av","1.0","gladlynt..av.1",392,392,"Hellström kan knappast kallas munter estradör men vid presskonferensen då hans efterträdare presenterades var Hellström nästan gladlynt och definitivt lättad ."
"överlämna","pos",2,,,"vb","0.25","överlämna..vb.1",23488,25116,"Hoppas överlämna makten Dagens val gäller både presidentposten och parlamentet ."
"celebrera","pos",2,"celebrera..1","['celebrera']","vb","0.5","celebrera..vb.1",138,138,"Vi ska därför ta tillfället i akt att celebrera ett ­annat verk som likaledes fyller 150 år i år , skrivet av en helt annan författare , en av dessa författare som var omåttligt populära under sin livstid , men som därefter fallit i glömska för eftervärlden : Eugène Labiche ( 1815 – 1888 ) ."
"flytta","pos",2,,,"vb","0.25","flytta..vb.1",166244,193013,"En sådan här utveckling kan snabba på sådana beslut att flytta produktionerna utlomlands , säger Jörgen Appelgren ."
"snörpa","neg",-2,"snörpa..2","['snörpa']","vb","0.5","snörpa..vb.1",209,209,"Att den brittiske regissören Anthony Minghella , mest känd för sin storslagna kärlekshistoria Den engelske patienten , nu viftar med den amerikanska flaggan har fått Hollywood att snörpa med munnen ."
"världsbäst","pos",2,"världsbäst..1","['världsbäst']","av","0.75","världsbäst..av.1",535,535,"Att EU är ett fredsprojekt och en demokratiunion fnyser en del svenskar åt samtidigt som några tycks leva kvar i tron att Sverige fortfarande är världsbäst på alla välfärdssystem ."
"gråta floder","neg",-2,"gråta_floder..1","['gråta floder']","vbm","0.5","gråta_floder..vbm.1",244,"None","['folk..nn.1', 'gråta_floder..vbm.1', '.\n']"
"imponerande","pos",2,"imponerande..1","['imponerande']","av","0.75","imponerande..av.1",0,13513,"Klüfts inomhussäsong har inte varit imponerande fram till nu , men hon är den hon är och ska aldrig underskattas ."
"gammal","pos",2,,,"av","0.25","gammal..av.1",497294,504522,"Nu är Greta en gammal dam och det är med mycket delade känslor som vi tänker på den dag då hon inte finns här längre ."
"ofta","neg",-2,,,"ab","0.25","ofta..ab.1",387286,404038,"Ing-Marie Söderberg saknar ofta viktiga frågor i artiklar och nu önskade hon att reportern frågade hur det gick att få med flickor i utbildningen ."
"märkt av döden","neg",-2,"märkt_av_döden..1","['märkt av döden']","avm","0.5","märkt_av_döden..avm.1",0,"None",
"skapa","neg",-2,,,"vb","0.25","skapa..vb.1",225656,231393,"De tio första kapitlen ägnas åt att skapa en bild av ämnet familjemedicin och att avgränsa och förklara det ."
"oförnöjd","neg",-2,"oförnöjd..1","['oförnöjd']","av","0.5","oförnöjd..av.1",1,1,"['den..pn.1', 'vara..vb.1', 'en..al.1', 'oförnöjd..av.1', 'och..kn.1', 'tilltagsen..av.1', ',', 'som', 'icke..ab.1', 'förlika..vb.1', 'sig..pn.1', 'med..pp.1', 'sig..pn.1', 'lott..nn.1', 'i..pp.1', 'hemort..nn.1', ',', 'som', 'bli..vb.1', 'en..al.1', 'en..nl.1', 'utvandrare..nn.1', 'i_sin..avm.1', 'bygd..nn.1', '.\n']"
